id,idade,estado,cidade,bairro,sexo,estilo_musical,bebida_alcoolica,tem_filhos,ja_foi_casado,atividade_fisica,idade_minima_parceiro,idade_maxima_parceiro,parceiro_pode_ter_filhos,parceiro_pode_beber,parceiro_pode_ser_casado,frase_identificacao,data_cadastro
296,34,BA,Camaçari,Itacimirim ,Feminino,MPB,Não Bebo,Sim,Sim,1x por semana,33,41,Não,Sim,Não,Riqueza espiritual,2025-04-01 12:58:32
297,43,GO,Goiânia,Leste Vila Nova ,Feminino,Rock,Bebo Socialmente,Não,Não,1x por semana,30,55,Não,Não,Não,Vida simples com família,2025-04-01 13:02:51
298,39,SP,São José dos Campos,Jardim Oswaldo Cruz,Masculino,Rock,Não Bebo,Não,Sim,Diariamente,30,40,Tanto Faz,Sim,Não,Riqueza espiritual,2025-04-01 13:06:37
299,31,GO,Goiânia,Esmeraldas ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,30,41,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 13:08:09
300,22,GO,Goiânia,Goiania 2,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,22,35,Não,Não,Não,Vida simples com família,2025-04-01 13:18:27
301,33,SC,Blumenau,Passo Manso /  Água verde,Feminino,Rock,Bebo Socialmente,Não,Não,3x por semana,28,42,Sim,Sim,Tanto Faz,Experiências e viagens,2025-04-01 13:20:49
302,52,GO,Goiânia,Faz. São Domingos.,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,52,57,Não,Tanto Faz,Não,Equilíbrio material/espiritual,2025-04-01 13:24:57
303,38,DF,Brasília,Águas Claras ,Feminino,MPB,Não Bebo,Não,Sim,Diariamente,30,49,Tanto Faz,Sim,Não,Vida simples com família,2025-04-01 13:27:47
304,35,GO,Goiânia,Jd América ,Feminino,Pagode,Não Bebo,Sim,Não,Diariamente,30,50,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 13:30:04
305,39,SP,São Paulo,Vila Prudente,Masculino,Rock,Bebo Socialmente,Não,Sim,Diariamente,31,42,Não,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 13:31:25
306,34,GO,Goiânia,Vila Jaraguá ,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,25,60,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 13:40:18
307,45,GO,Goiânia,Centro,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,1x por semana,30,45,Não,Não,Não,Experiências e viagens,2025-04-01 13:52:07
308,47,GO,Goiânia,Eldorado ,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,1x por semana,37,55,Não,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 13:52:49
309,26,GO,Goiânia,Jardim helvécia ,Feminino,Sertanejo,Bebo Socialmente,Sim,Não,Diariamente,26,34,Não,Não,Não,Vida simples com família,2025-04-01 13:55:26
310,24,GO,Goiânia,Goiania 2,Feminino,Rock,Não Bebo,Não,Não,3x por semana,18,28,Sim,Sim,Sim,Experiências e viagens,2025-04-01 13:56:03
311,33,SP,São Paulo,Brás ,Masculino,Sertanejo,Não Bebo,Sim,Sim,Diariamente,20,35,Sim,Não,Não,Experiências e viagens,2025-04-01 14:04:22
312,26,GO,Goiânia,Vera Cruz 2 ,Feminino,MPB,Bebo Sempre,Não,Não,Diariamente,18,50,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 14:05:54
313,52,GO,Goiânia,Alto da Glória ,Feminino,MPB,Bebo Socialmente,Sim,Não,1x por semana,44,52,Não,Não,Não,Vida simples com família,2025-04-01 14:06:03
314,55,SP,São Bernardo do Campo,Rudge Ramos,Masculino,Rock,Não Bebo,Sim,Sim,1x por semana,36,56,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 14:09:31
315,42,GO,Inhumas,Centro ,Feminino,Rock,Bebo Socialmente,Sim,Sim,Diariamente,39,45,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 14:10:29
316,36,GO,Valparaíso de Goiás,Cidade Jardins ,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,30,45,Não,Sim,Não,Vida simples com família,2025-04-01 14:11:25
317,31,GO,Goiânia,Parque Amazônia ,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,30,42,Não,Não,Não,Vida simples com família,2025-04-01 14:11:51
318,30,SC,Blumenau,Centro,Feminino,Pop,Não Bebo,Não,Não,Diariamente,18,35,Não,Não,Não,Vida simples com família,2025-04-01 14:21:50
319,25,GO,Aparecida de Goiânia,Nova olinda,Feminino,MPB,Bebo Socialmente,Sim,Não,Não gosto,25,60,Não,Não,Não,Riqueza espiritual,2025-04-01 14:29:21
320,30,GO,Goiânia,Região Noroeste,Feminino,MPB,Bebo Socialmente,Não,Sim,1x por semana,18,40,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 14:29:26
321,52,MG,Nova Lima,Cascalho,Feminino,Rock,Bebo Socialmente,Sim,Sim,3x por semana,45,60,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 14:35:46
322,34,GO,Goiânia,Bairro Goiá,Feminino,Rock,Não Bebo,Sim,Sim,3x por semana,35,45,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 14:37:22
323,39,GO,Rio Verde,Girassóis ,Feminino,MPB,Bebo Socialmente,Sim,Sim,1x por semana,32,55,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 14:40:26
324,45,GO,Goiânia,Marista,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,35,60,Não,Sim,Não,Riqueza espiritual,2025-04-01 14:48:41
325,39,SP,São Paulo,Butantã ,Masculino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,35,42,Tanto Faz,Não,Não,Riqueza espiritual,2025-04-01 14:49:45
326,45,GO,Goiânia,Itatiaia ,Feminino,MPB,Bebo Socialmente,Não,Sim,3x por semana,45,55,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 15:00:39
327,35,GO,Senador Canedo,Residencial paraíso ,Feminino,Pop,Não Bebo,Sim,Sim,1x por semana,23,36,Não,Tanto Faz,Não,Vida simples com família,2025-04-01 15:04:38
328,31,SC,Blumenau,Itoupava seca ,Feminino,Pagode,Bebo Socialmente,Sim,Sim,Diariamente,30,48,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 15:05:28
329,54,SP,São Paulo,Itaquera ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,38,18,Não,Tanto Faz,Não,Riqueza espiritual,2025-04-01 15:13:14
330,36,SE,Aracaju,Atalaia,Feminino,Rock,Bebo Socialmente,Não,Não,3x por semana,30,43,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 15:15:56
331,23,GO,Goiânia,Jardim liberdade ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,23,28,Sim,Tanto Faz,Sim,Experiências e viagens,2025-04-01 15:21:49
332,40,GO,Aparecida de Goiânia,Buriti sereno ,Feminino,Pagode,Nos Finais de Semana,Sim,Não,Diariamente,27,40,Não,Não,Não,Vida simples com família,2025-04-01 15:22:33
333,39,SP,São Paulo,Campos Elíseos,Masculino,Rock,Não Bebo,Não,Não,3x por semana,28,39,Tanto Faz,Sim,Sim,Vida simples com família,2025-04-01 15:26:29
334,61,GO,Trindade,Maysa,Feminino,MPB,Bebo Socialmente,Não,Não,Diariamente,50,60,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 15:26:40
335,60,GO,Goiânia,Crimeia Leste,Feminino,MPB,Não Bebo,Sim,Sim,1x por semana,55,60,Não,Tanto Faz,Não,Equilíbrio material/espiritual,2025-04-01 15:27:31
336,22,GO,Goiânia,Setor Sul ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,1x por semana,23,50,Sim,Não,Sim,Vida simples com família,2025-04-01 15:28:59
337,34,RS,Pelotas,Centro,Feminino,Rock,Nos Finais de Semana,Não,Não,3x por semana,18,50,Não,Não,Não,Vida simples com família,2025-04-01 15:29:32
338,37,GO,Goiânia,Parque Amazônia ,Feminino,Rock,Não Bebo,Não,Sim,Diariamente,30,39,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 15:33:55
339,34,GO,Goiânia,Jardim América ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,28,45,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 15:38:45
340,29,GO,Anápolis,Jaiara,Feminino,MPB,Bebo Socialmente,Não,Sim,Diariamente,24,40,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 15:42:59
341,32,GO,Goiânia,Vera Cruz ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,25,55,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 15:48:39
342,34,GO,Goiânia,Setor Pedro,Feminino,Sertanejo,Não Bebo,Não,Não,1x por semana,29,42,Sim,Sim,Sim,Equilíbrio material/espiritual,2025-04-01 15:51:05
343,50,SC,Blumenau,Itoupavazinha ,Masculino,Rock,Não Bebo,Sim,Sim,Diariamente,39,52,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 15:53:56
344,36,GO,Goiânia,Leste universitário ,Feminino,Pagode,Nos Finais de Semana,Não,Sim,3x por semana,30,40,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 15:54:02
345,34,SP,Ribeirão Preto,Quinta da Primavera,Feminino,MPB,Bebo Socialmente,Não,Não,1x por semana,30,42,Tanto Faz,Não,Não,Vida simples com família,2025-04-01 15:57:44
346,36,GO,Goiânia,Goiá ,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,25,50,Não,Não,Não,Riqueza espiritual,2025-04-01 16:05:01
347,49,GO,Goiânia,Recanto do Bosque ,Feminino,Pop,Não Bebo,Sim,Sim,Não gosto,45,60,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 16:06:16
348,38,MG,Belo Horizonte,Concórdia,Feminino,MPB,Bebo Socialmente,Sim,Sim,1x por semana,30,60,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 16:11:20
349,38,GO,Goiânia,Pq Atheneu ,Feminino,Pagode,Não Bebo,Sim,Sim,3x por semana,35,47,Tanto Faz,Sim,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 16:12:34
350,33,RJ,Iguaba Grande,Cidade Nova,Masculino,Pop,Não Bebo,Não,Sim,Diariamente,30,37,Sim,Sim,Não,Experiências e viagens,2025-04-01 16:18:02
351,29,GO,Goiânia,Setor Centro,Feminino,Pagode,Bebo Socialmente,Não,Não,Diariamente,26,37,Sim,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 16:22:00
352,28,GO,Goiânia,Alto da Glória ,Masculino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,18,40,Tanto Faz,Não,Não,Experiências e viagens,2025-04-01 16:22:00
353,48,MS,Campo Grande,Vila Carlota,Feminino,Sertanejo,Não Bebo,Sim,Sim,Não gosto,35,53,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 16:28:01
354,53,GO,Goiânia,Conjunto Caiçara,Feminino,Pop,Bebo Socialmente,Sim,Sim,3x por semana,45,60,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 16:28:04
355,47,SP,São Paulo,Carrão ,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,45,48,Não,Sim,Não,Experiências e viagens,2025-04-01 16:36:36
356,48,SP,Ribeirão Preto,Jardim Canadá ,Feminino,MPB,Bebo Socialmente,Não,Sim,3x por semana,45,57,Tanto Faz,Tanto Faz,Não,Equilíbrio material/espiritual,2025-04-01 16:37:03
357,43,GO,Goiânia,Jardim olímpico ,Feminino,MPB,Não Bebo,Não,Não,1x por semana,30,50,Tanto Faz,Sim,Não,Experiências e viagens,2025-04-01 16:47:40
358,23,GO,Goiânia,Setor Bueno ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,25,40,Não,Não,Não,Vida simples com família,2025-04-01 16:52:12
359,30,GO,Aparecida de Goiânia,Vila mariana ,Feminino,Sertanejo,Não Bebo,Não,Não,Diariamente,24,49,Não,Não,Não,Experiências e viagens,2025-04-01 16:59:56
360,22,PB,João Pessoa,Bancarios,Feminino,MPB,Bebo Socialmente,Não,Não,Diariamente,20,35,Não,Não,Não,Experiências e viagens,2025-04-01 17:12:11
361,32,GO,Goiânia,Setor oeste,Feminino,Rock,Nos Finais de Semana,Não,Não,1x por semana,30,48,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 17:23:32
362,31,GO,Goiânia,Negrão de Lima ,Feminino,Pagode,Nos Finais de Semana,Não,Não,Diariamente,28,40,Não,Não,Não,Experiências e viagens,2025-04-01 17:24:08
363,38,GO,Goiânia,Setor campinas ,Feminino,Sertanejo,Não Bebo,Sim,Não,3x por semana,38,42,Não,Tanto Faz,Não,Vida simples com família,2025-04-01 17:34:27
364,27,PB,João Pessoa,Bancários,Feminino,MPB,Bebo Socialmente,Não,Não,Diariamente,32,42,Não,Não,Não,Vida simples com família,2025-04-01 17:38:37
365,31,GO,Goiânia,Residencial Eldorado ,Feminino,Pagode,Bebo Socialmente,Não,Não,Diariamente,30,35,Sim,Não,Não,Vida simples com família,2025-04-01 17:41:20
366,38,BA,Vitória da Conquista,São Vicente ,Feminino,MPB,Não Bebo,Sim,Sim,1x por semana,33,60,Tanto Faz,Sim,Tanto Faz,Vida simples com família,2025-04-01 17:51:07
367,47,GO,Aparecida de Goiânia,Independência ,Feminino,Sertanejo,Não Bebo,Sim,Não,Diariamente,37,57,Não,Não,Não,Experiências e viagens,2025-04-01 17:54:32
368,46,AL,Maceió,Cruz das Almas,Feminino,MPB,Não Bebo,Não,Sim,Diariamente,39,59,Não,Não,Não,Vida simples com família,2025-04-01 17:54:58
369,44,SP,São Paulo,Tatuapé ,Feminino,Pagode,Nos Finais de Semana,Sim,Não,Diariamente,35,50,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 17:59:37
370,21,GO,Goianira,vila adilair ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,22,35,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 18:08:38
371,34,GO,Goiânia,Setor leste universitário ,Feminino,Pagode,Nos Finais de Semana,Não,Não,3x por semana,29,45,Não,Não,Não,Riqueza espiritual,2025-04-01 18:09:21
372,27,GO,Goiânia,Jardim América ,Feminino,MPB,Não Bebo,Não,Não,Diariamente,28,38,Sim,Sim,Não,Vida simples com família,2025-04-01 18:13:21
373,49,GO,Goiânia,Jardim Fonte Nova,Feminino,Rock,Nos Finais de Semana,Sim,Sim,Diariamente,40,60,Não,Não,Não,Vida simples com família,2025-04-01 18:19:58
374,33,GO,Senador Canedo,Flor do ipê ,Feminino,Rock,Não Bebo,Sim,Sim,1x por semana,30,50,Sim,Sim,Não,Riqueza espiritual,2025-04-01 18:21:23
375,23,GO,Goiânia,Coimbra ,Masculino,Rock,Nos Finais de Semana,Não,Não,Diariamente,18,55,Não,Não,Não,Vida simples com família,2025-04-01 18:25:27
376,29,GO,Goiânia,Vila Alpes,Feminino,Pagode,Nos Finais de Semana,Não,Não,3x por semana,27,50,Não,Não,Não,Experiências e viagens,2025-04-01 18:40:16
377,31,SC,Blumenau,Itoupava seca,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,35,40,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 18:44:50
378,27,GO,Abadiânia,Planalmira,Masculino,Rock,Não Bebo,Não,Não,3x por semana,18,37,Sim,Sim,Sim,Experiências e viagens,2025-04-01 18:50:56
379,38,GO,Goiânia,Negrão de lima ,Feminino,Pagode,Não Bebo,Não,Não,Diariamente,34,43,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 18:59:47
380,32,GO,Goiânia,Santa Genoveva ,Masculino,Rock,Nos Finais de Semana,Não,Não,3x por semana,24,60,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 19:00:47
381,50,GO,Goiânia,Cidade Jardim ,Feminino,Rock,Não Bebo,Sim,Sim,3x por semana,40,55,Não,Não,Não,Experiências e viagens,2025-04-01 19:00:54
382,31,GO,Goiânia,Marista,Feminino,Rock,Não Bebo,Não,Sim,Não gosto,29,40,Sim,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 19:09:02
383,33,PR,Curitiba,Santa Quiteria,Masculino,Rock,Não Bebo,Não,Não,Diariamente,18,40,Sim,Não,Não,Equilíbrio material/espiritual,2025-04-01 19:14:33
384,40,RS,Porto Alegre,Cidade Baixa,Masculino,Rock,Não Bebo,Não,Não,3x por semana,18,35,Não,Não,Não,Vida simples com família,2025-04-01 19:26:52
385,30,RJ,Rio de Janeiro,Realengo,Masculino,Rock,Nos Finais de Semana,Não,Não,Diariamente,24,31,Sim,Não,Sim,Vida simples com família,2025-04-01 19:32:59
386,37,GO,Goiânia,Parque Amazônia ,Masculino,Pop,Não Bebo,Não,Não,Diariamente,18,40,Sim,Sim,Tanto Faz,Experiências e viagens,2025-04-01 19:33:40
387,26,GO,Goiânia,Jardim América,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,27,35,Não,Não,Não,Experiências e viagens,2025-04-01 19:47:41
388,33,GO,Senador Canedo,Canedo 3,Feminino,Sertanejo,Nos Finais de Semana,Não,Sim,3x por semana,18,33,Tanto Faz,Não,Não,Vida simples com família,2025-04-01 19:49:39
389,33,SC,Rio do Sul,Centro ,Masculino,Sertanejo,Bebo Socialmente,Sim,Sim,1x por semana,18,40,Não,Não,Não,Vida simples com família,2025-04-01 19:50:47
390,18,GO,Aparecida de Goiânia,Papillon Park,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,Diariamente,18,40,Não,Não,Não,Vida simples com família,2025-04-01 19:51:27
391,36,GO,Aparecida de Goiânia,Jardim Nova Era ,Feminino,Samba,Não Bebo,Não,Sim,1x por semana,33,40,Sim,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 20:00:20
392,32,DF,Brasília,Taguatinga (cidade),Feminino,Samba,Não Bebo,Sim,Sim,Diariamente,33,46,Não,Não,Não,Experiências e viagens,2025-04-01 20:18:14
393,46,GO,Goiânia,Jardim América ,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,36,50,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 20:27:40
394,26,SP,São Paulo,Vila gustavo,Feminino,Rock,Não Bebo,Não,Não,Diariamente,22,27,Sim,Não,Tanto Faz,Experiências e viagens,2025-04-01 20:30:48
395,38,SP,São Paulo,Pedreira Interlagos ,Feminino,Pagode,Bebo Socialmente,Sim,Sim,Não gosto,32,43,Não,Não,Não,Vida simples com família,2025-04-01 20:44:01
396,34,PE,Cabo de Santo Agostinho,Recife ,Masculino,MPB,Bebo Socialmente,Não,Não,Diariamente,18,37,Tanto Faz,Tanto Faz,Não,Vida simples com família,2025-04-01 20:45:24
397,30,RS,Canoas,Mato grande,Masculino,Rock,Não Bebo,Não,Não,3x por semana,18,60,Sim,Tanto Faz,Sim,Experiências e viagens,2025-04-01 21:00:01
398,39,SC,Blumenau,Vila Itoupava ,Feminino,Pagode,Bebo Socialmente,Sim,Sim,Diariamente,30,44,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 21:10:17
399,42,SC,Blumenau,Salto do Norte ,Masculino,Sertanejo,Bebo Socialmente,Não,Sim,3x por semana,28,40,Sim,Não,Não,Vida simples com família,2025-04-01 21:25:08
400,35,SC,Blumenau,Bom retiro ,Feminino,Rock,Nos Finais de Semana,Sim,Não,Diariamente,18,50,Não,Não,Tanto Faz,Vida simples com família,2025-04-01 21:26:07
401,48,GO,Goiânia,Sudoeste ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,40,50,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 21:30:00
402,31,GO,Goiânia,Garavelo,Feminino,Rock,Não Bebo,Não,Sim,3x por semana,28,40,Sim,Sim,Tanto Faz,Vida simples com família,2025-04-01 21:35:33
403,47,GO,Goiânia,Goiânia 2 ,Feminino,Pagode,Bebo Socialmente,Não,Sim,Diariamente,28,45,Tanto Faz,Não,Não,Vida simples com família,2025-04-01 21:37:06
404,38,DF,Brasília,Taguatinga,Masculino,Rock,Não Bebo,Não,Não,3x por semana,18,42,Sim,Sim,Tanto Faz,Riqueza espiritual,2025-04-01 21:49:29
405,35,GO,Goiânia,Jardim Guanabara ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,30,37,Não,Sim,Sim,Riqueza espiritual,2025-04-01 21:57:54
406,32,GO,Uruaçu,Central,Feminino,Sertanejo,Não Bebo,Não,Não,3x por semana,28,40,Não,Não,Não,Vida simples com família,2025-04-01 22:06:14
407,34,GO,Goiânia,Setor Pedro ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,33,43,Não,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 22:06:23
408,24,GO,Goiânia,Jardim Goiás ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,18,50,Não,Não,Não,Experiências e viagens,2025-04-01 22:22:13
409,38,SP,Ribeirão Bonito,Morumbi 2,Feminino,Pagode,Não Bebo,Sim,Sim,Diariamente,28,45,Não,Não,Não,Riqueza espiritual,2025-04-01 22:32:15
410,53,GO,Goiânia,Jardim Nova Esperança ,Feminino,Sertanejo,Bebo Socialmente,Não,Sim,3x por semana,46,58,Tanto Faz,Não,Tanto Faz,Riqueza espiritual,2025-04-01 22:32:53
411,27,GO,Aparecida de Goiânia,Garavelo ,Feminino,Rock,Não Bebo,Não,Não,Diariamente,27,34,Sim,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 22:41:49
412,28,PR,Curitiba,Cajuru ,Masculino,MPB,Bebo Socialmente,Sim,Não,Diariamente,19,45,Tanto Faz,Sim,Tanto Faz,Experiências e viagens,2025-04-01 22:42:02
413,43,RS,São Francisco de Paula,Centro,Masculino,Samba,Não Bebo,Não,Sim,Diariamente,25,55,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 22:46:12
414,39,GO,Goiânia,Vila Nova,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,39,47,Sim,Sim,Sim,Vida simples com família,2025-04-01 22:53:23
415,44,SP,Limeira,Vila Santa Lúcia ,Feminino,Rock,Bebo Socialmente,Não,Sim,3x por semana,38,53,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 22:55:09
416,38,RJ,Rio de Janeiro,Eng de Dentro,Feminino,Pagode,Bebo Socialmente,Sim,Sim,1x por semana,36,44,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 22:58:50
417,44,CE,Fortaleza,Conjunto Ceará,Masculino,Rock,Nos Finais de Semana,Não,Não,Diariamente,28,42,Sim,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 23:07:15
418,32,GO,Goiânia,Campinas,Masculino,MPB,Não Bebo,Não,Não,1x por semana,21,32,Sim,Sim,Sim,Vida simples com família,2025-04-01 23:07:54
419,40,GO,Goianira,Centro,Masculino,Rock,Não Bebo,Não,Não,Diariamente,20,32,Sim,Não,Sim,Equilíbrio material/espiritual,2025-04-01 23:10:16
420,36,SC,Joinville,Jardim Iririú,Masculino,Pagode,Não Bebo,Não,Não,Diariamente,25,40,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 23:18:36
421,30,RJ,Rio de Janeiro,Copacabana ,Masculino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,40,40,Não,Não,Não,Riqueza espiritual,2025-04-01 23:19:23
422,33,SP,São Paulo,Santo Amaro ,Feminino,Rock,Bebo Socialmente,Não,Não,1x por semana,18,45,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 23:20:02
423,27,GO,Goiânia,Centro,Masculino,Sertanejo,Nos Finais de Semana,Não,Não,1x por semana,18,30,Não,Não,Não,Experiências e viagens,2025-04-01 23:23:47
424,37,MS,São Gabriel do Oeste,Centro ,Feminino,Pagode,Não Bebo,Sim,Sim,Diariamente,35,45,Não,Sim,Não,Riqueza espiritual,2025-04-01 23:24:17
425,37,CE,Santa Quitéria,Centro ,Masculino,Rock,Bebo Socialmente,Não,Não,1x por semana,25,32,Sim,Não,Sim,Riqueza espiritual,2025-04-01 23:36:36
426,48,PR,Curitiba,Água verde,Masculino,Rock,Bebo Socialmente,Não,Não,Diariamente,35,50,Não,Não,Não,Vida simples com família,2025-04-01 23:50:02
427,45,SP,Campinas,Cambui,Feminino,Pop,Não Bebo,Sim,Sim,1x por semana,36,55,Não,Sim,Não,Riqueza espiritual,2025-04-01 23:56:41
428,45,GO,Catalão,Ipanema ,Feminino,Rock,Bebo Socialmente,Não,Sim,3x por semana,40,55,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-02 00:01:29
429,35,GO,Goiânia,Barravento ,Feminino,Rock,Nos Finais de Semana,Não,Não,Diariamente,30,45,Sim,Não,Não,Riqueza espiritual,2025-04-02 00:04:28
430,33,GO,Goiânia,Eldorado,Masculino,Pagode,Bebo Socialmente,Não,Não,3x por semana,18,35,Sim,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-02 00:17:41
431,39,GO,Goiânia,Parque das Laranjeiras ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,30,49,Não,Não,Não,Equilíbrio material/espiritual,2025-04-02 00:20:36
432,59,RJ,Rio de Janeiro,Bento Ribeiro ,Feminino,Pop,Não Bebo,Sim,Sim,Diariamente,45,60,Não,Sim,Não,Vida simples com família,2025-04-02 00:31:54
433,33,PE,Recife,Boa viagem ,Feminino,Rock,Não Bebo,Não,Não,Diariamente,30,46,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-02 00:54:09
434,32,GO,Goiânia,Jd colorado,Feminino,Rock,Bebo Socialmente,Não,Sim,Diariamente,28,39,Tanto Faz,Não,Não,Experiências e viagens,2025-04-02 00:54:11
435,51,PR,Curitiba,Capão da Imbuia ,Masculino,Rock,Bebo Socialmente,Sim,Sim,Diariamente,27,54,Não,Não,Não,Vida simples com família,2025-04-02 01:00:36
436,33,SP,São Sebastião da Grama,Centro ,Masculino,Sertanejo,Bebo Socialmente,Sim,Não,Diariamente,24,35,Não,Não,Não,Vida simples com família,2025-04-02 01:58:15
437,34,BA,Salvador,Cabula,Feminino,Samba,Bebo Socialmente,Não,Não,Diariamente,30,45,Sim,Não,Não,Experiências e viagens,2025-04-02 02:26:46
438,34,BA,Ilhéus,Savoia ,Feminino,Rock,Bebo Socialmente,Sim,Sim,3x por semana,35,41,Tanto Faz,Não,Não,Equilíbrio material/espiritual,2025-04-02 02:36:05
439,35,GO,Goiânia,Centro,Feminino,Rock,Nos Finais de Semana,Não,Não,3x por semana,30,42,Sim,Não,Não,Equilíbrio material/espiritual,2025-04-02 02:44:46
440,33,SP,São Paulo,Cambuci,Masculino,Sertanejo,Não Bebo,Não,Não,Diariamente,23,40,Sim,Tanto Faz,Não,Vida simples com família,2025-04-02 03:39:31
441,27,RJ,Rio das Ostras,Âncora ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,25,37,Não,Não,Não,Vida simples com família,2025-04-02 05:18:59
